employee_id,first_name,last_name,email,hire_date,job_title,department,salary,manager_id,address,city,state,zip_code,birth_date,status
1766819528,megan,PETERSEN,Megan.Petersen@company.com,2018-07-06,Systems Administrator,IT,132916,,3360 Williams Rapids,Jonathanburgh,FL,74007,1976-03-29,ACTIVE
1766819529,Daniel,HUGHES,daniel.hughes@COMPANY.COM,2018-01-27,Data Analyst,Analytics,104905,N/A,529 Amy Street,Hendersontown,VT,55689,2002-04-25,
1766819530,jeffery,Dean,jeffery.dean@COMPANY.COM,2017-12-24,sales associate, sales ,"$51,668",11064,30160 Chad Lane,Lake Peterbury,OR,60541,1980-08-31,On Leave
1766819531,Alicia,JOHNSTON,Alicia.Johnstoncompany.com,2024-01-13,Security Analyst,IT,44237,,72558 Kristine Crossroad Apt. 337,Port Andrewstad,RI,32243,1999-06-29,Active
1766819532,stacy,NELSON,Stacy.Nelson@company.com,2024-01-19,Account Executive,Sales,115973,,7485 Bryan Views Suite 168,Lake Lisa,TN,92931,1990-03-02,On Leave
1766819533,molly,TODD,Molly.Todd@company.com,2018-07-24,Sales Associate,Sales,"$104,759",N/A,2712 Nicole Meadow,Goldenburgh,NM,58784,2003-04-28,
1766819534,Tammy,STEVENS,Tammy.Stevens@company.com,2019-08-03,Sales Manager,Sales,"$53,238",,88598 Mejia Terrace,Christophershire,PW,55647,1998-08-01,Active
1766819535,john,Clayton,John.Clayton@company.com,2018-11-22,Account Executive,Sales,134786,1766819534,40824 Kyle Ports,Pierceburgh,NJ,04222,1994-05-09,
1766819536,carolyn,Perry,Carolyn.Perry@company.com,2024-08-15,HR Manager,HR,"$86,551",1766819534,4682 Deanna Falls,Ryanberg,AR,48623,1995-05-14,Active
1766819537,david,SMITH,David.Smith@company.com,2024-07-08,Product Analyst,Analytics,130120,N/A,48403 Moore Islands,South Kaylahaven,AL,15583,1973-10-02,
