employee_id,first_name,last_name,email,hire_date,job_title,department,salary,manager_id,address,city,state,zip_code,birth_date,status
1766831805,Sarah,Gill,Sarah.Gill@company.com,2018-03-31,IT Manager,IT,119156,,373 Hamilton Squares,Lake Eduardo,WA,94385,1971-09-08,
1766831806,Benjamin,Davis,Benjamin.Davis@company.com,2018-06-29,HR Manager,HR,"$101,372",1766831805,17132 Valdez Garden,Rogersbury,RI,22614,1976-10-19,ACTIVE
1766831807,jennifer,SMITH,Jennifer.Smithcompany.com,2019-03-21,Sales Associate,Sales,"$139,755",1766831805,6204 Hess Harbor,New Christopherborough,ND,50765,1966-08-30,Terminated
1766831808,joseph,Jones,Joseph.Jones@company.com,2020-10-04,Business Intelligence Analyst,Analytics,"$115,565",1766831805,6575 Kurt Flat Apt. 730,Port Thomas,NC,31207,1968-07-24,Terminated
1766831809,elizabeth,Woods,Elizabeth.Woods@company.com,2022-03-08,HR Generalist,HR,"$74,595",1766831805,622 Linda Estates Suite 460,Sarahhaven,FL,14638,1963-08-03,On Leave
1766831810,Amy,Bennett,Amy.Bennett@company.com,2024-12-18,HR Assistant,HR,"$98,093",1766831806,9756 White Greens,Allenmouth,NH,75231,1982-06-07,On Leave
1766831811,christopher,MARQUEZ,Christopher.Marquez@company.com,2018-02-13,Data Analyst,Analytics,"$66,220",1766831805,80826 Zachary Shore Suite 043,Westton,OR,20772,1960-01-01,
1766831812,Brian,SHANNON,Brian.Shannon@company.com,2029-10-01,data engineer, analytics ,135775,10028,4512 Nichole Junction Suite 584,West Jonport,MN,79371,1966-04-20,ACTIVE
1766831813,Troy,Gordon,Troy.Gordon@company.com,2022-03-16,HR Manager,HR,"$128,665",1766831806,026 Smith Way Suite 571,New Alex,HI,39590,1993-12-08,ACTIVE
1766831814,Timothy,Williams,Timothy.Williamscompany.com,2024-11-28,business development representative, sales ,49874,1766831806,21244 Mark Rest,Lake Michaelstad,OK,06961,1994-09-21,Terminated
1766831815,kelly,Simmons,Kelly.Simmons@company.com,2023-04-19,Sales Manager,Sales,108625,,9833 Robert River Suite 428,New Spencerland,ND,59269,1976-06-26,On Leave
1766831816,sean,BARNETT,Sean.Barnettcompany.com,2024-01-25,Sales Operations Analyst,Sales,"$117,093",1766831806,44618 Lewis Trace,Jamesmouth,NJ,25636,1960-03-29,On Leave
1766831817,shelly,Patterson,shelly.patterson@COMPANY.COM,2023-03-17,Business Intelligence Analyst,Analytics,45239,1766831806,04608 Walker Key Suite 969,West Eric,TX,35013,1989-04-27,Active
1766831818,Howard,Stevens,Howard.Stevens@company.com,2019-05-24,Product Analyst,Analytics,68569,1766831815,437 Lewis Locks Suite 211,Scottchester,FL,94251,1967-11-06,ACTIVE
1766831819,alexandra,WEEKS,alexandra.weeks@COMPANY.COM,2025-10-31,Account Executive,Sales,"$55,300",1766831813,09252 Jennifer Shores,Lowerytown,WY,26261,2002-02-28,ACTIVE
1766831820,Kyle,SIMMONS,Kyle.Simmons@company.com,2019-08-01,Analytics Manager,Analytics,107870,10907,6888 Soto Canyon,Port Stevenmouth,VA,52388,1981-05-18,Terminated
1766831821,Carol,Townsend,Carol.Townsend@company.com,2016-04-02,HR Manager,HR,144161,1766831820,735 Morgan Landing,North John,MA,19993,1987-07-09,
1766831822,evan,Garrison,Evan.Garrison@company.com,2025-07-21,Learning & Development Lead,HR,109895,1766831806,1086 Johnny Hill Apt. 544,Jeffreyview,IN,91262,1962-07-30,On Leave
1766831823,rachel,Thompson,Rachel.Thompson@company.com,2024-11-24,Sales Associate,Sales,132895,1766831806,113 John Wells,Lake Elizabethville,CA,36983,1981-04-07,ACTIVE
1766831824,Ryan,Foster,ryan.foster@COMPANY.COM,2024-11-10,Talent Acquisition Specialist,HR,"$108,408",1766831815,776 Leach Motorway Suite 932,South Richardton,ID,59257,1996-06-21,On Leave
1766831825,Stephen,MANNING,Stephen.Manning@company.com,2025-12-16,Sales Associate,Sales,102771,1766831813,76570 Dawn Corner Suite 657,Sierraside,IA,71941,2002-08-10,
1766831826,Bethany,King,Bethany.Kingcompany.com,2021-04-27,IT Manager,IT,68797,1766831805,65113 Karen Harbors Suite 758,Lake Vanessastad,AL,16226,1994-11-30,Terminated
1766831827,Larry,Riley,Larry.Rileycompany.com,2022-09-26,HR Generalist,HR,"$149,698",1766831826,7140 Leslie Street,North Douglasberg,VA,88461,1982-06-09,Active
1766831828,Jessica,Haley,Jessica.Haley@company.com,2021-03-07,DevOps Engineer,IT,"$92,535",1766831805,19784 Todd Ferry Apt. 214,Sanchezchester,NJ,30096,2003-04-02,Terminated
1766831829,linda,Camacho,Linda.Camacho@company.com,2020-06-07,Sales Operations Analyst,Sales,58435,1766831821,4459 Marsh Mill,Lake Angelaburgh,WA,03132,1968-05-21,
1766831830,regina,JAMES,Regina.James@company.com,2017-08-26,Business Intelligence Analyst,Analytics,117077,1766831813,29156 Diana Brook Apt. 857,Hernandezfort,RI,98789,1979-05-26,
1766831831,kenneth,SMITH,Kenneth.Smith@company.com,2020-06-26,Sales Manager,Sales,"$146,453",10583,8817 Michael Squares,Bennettchester,FL,11883,1980-10-28,Terminated
1766831832,Bryan,Ford,Bryan.Ford@company.com,2028-11-07,Sales Associate,Sales,144636,,0799 Andrew Meadow,South Connor,TX,91639,1980-02-22,
1766831833,arthur,Jackson,Arthur.Jackson@company.com,2022-05-11,Data Analyst,Analytics,"$120,819",1766831826,3307 Joanne Canyon Apt. 898,Jonathanshire,SD,54497,1994-11-21,
1766831834,Leslie,Jones,Leslie.Jones@company.com,2023-03-15,HR Manager,HR,"$79,707",1766831805,481 Jones Neck Apt. 315,Cookberg,OK,16982,2000-09-23,On Leave
1766831835,Timothy,ESCOBAR,timothy.escobar@COMPANY.COM,2019-10-24,account executive, sales ,57427,1766831805,185 Merritt Path Apt. 772,Marybury,NM,81236,1987-09-20,
1766831836,Heidi,Cook,Heidi.Cook@company.com,2021-07-15,security analyst, it ,"$75,957",1766831813,6755 Anderson Freeway,Paulton,AL,30670,1983-06-01,On Leave
1766831837,john,Merritt,john.merritt@COMPANY.COM,2024-06-12,HR Manager,HR,"$141,487",,100 Wilson Ferry Suite 952,Lake Samuelton,WY,43718,1978-09-14,Active
1766831838,Paul,SNOW,paul.snow@COMPANY.COM,2016-12-28,systems administrator, it ,"$65,245",1766831826,7994 Santos Streets Apt. 441,Matthewhaven,CT,49668,1971-07-30,Terminated
1766831839,danielle,Rojas,Danielle.Rojas@company.com,2018-10-28,Learning & Development Lead,HR,"$42,305",1766831806,176 Deleon Union Apt. 000,South Jennifer,ND,92669,1997-09-26,ACTIVE
1766831840,tanner,Wagner,Tanner.Wagner@company.com,2016-07-03,Product Analyst,Analytics,80591,1766831806,95052 Adrian Walk,Maysport,RI,51507,1967-12-11,Active
1766831841,jasmine,MATTHEWS,Jasmine.Matthews@company.com,2029-03-02,Learning & Development Lead,HR,50659,,031 Ronnie Ranch,Smithshire,LA,36608,2003-01-17,Terminated
1766831842,John,PERKINS,John.Perkins@company.com,2016-04-25,Business Intelligence Analyst,Analytics,137951,1766831805,961 Fuller Walk,Wilsonchester,WI,47888,1974-08-14,Active
1766831843,melissa,Schmidt,Melissa.Schmidt@company.com,2018-05-12,DevOps Engineer,IT,"$86,594",1766831813,825 Katherine Loaf,Payneshire,AK,67561,1968-11-19,ACTIVE
1766831844,john,DIAZ,John.Diaz@company.com,2025-05-06,DevOps Engineer,IT,"$87,776",N/A,4475 Torres Estates,Montoyastad,FM,26397,1978-10-20,On Leave
1766831845,kayla,Williams,Kayla.Williams@company.com,2025-06-28,HR Assistant,HR,"$59,010",1766831815,741 Osborne Pass,North Richard,MP,58299,1978-06-28,
1766831846,sarah,CLARK,Sarah.Clark@company.com,2022-02-11,Product Analyst,Analytics,"$74,741",N/A,4325 Melissa Green,Kellyshire,VT,01103,1995-10-22,
1766831847,shaun,Ferrell,Shaun.Ferrell@company.com,2024-08-10,Systems Administrator,IT,"$97,210",1766831805,8398 Espinoza Pike,Port Thomas,NC,96393,1994-06-16,Active
1766831848,Natasha,MILLER,Natasha.Miller@company.com,2023-05-26,Sales Associate,Sales,68264,1766831813,6264 Mark Points,Maryview,AZ,96805,1992-08-08,Active
1766831849,joseph,BURNS,Joseph.Burns@company.com,2018-04-28,DevOps Engineer,IT,86085,1766831805,95720 Taylor Ports,Catherineborough,OH,75003,1982-11-08,Terminated
1766831850,michelle,POOLE,michelle.poole@COMPANY.COM,2023-05-12,HR Manager,HR,"$126,754",1766831834,59232 Nathan Ridge Suite 368,West Georgemouth,NH,39770,1998-05-12,On Leave
1766831851,Jeanne,REED,Jeanne.Reed@company.com,2025-05-06,HR Assistant,HR,40499,1766831850,2895 Joshua Common,Lake Brianstad,AL,55289,1979-06-04,Active
1766831852,Isaac,MORRIS,Isaac@Morris,2016-04-14,DevOps Engineer,IT,"$65,149",,8523 Alexander Place Apt. 070,Boydview,FL,59439,1981-10-14,On Leave
1766831853,Paul,Kim,Paul.Kim@company.com,2024-01-13,Talent Acquisition Specialist,HR,80161,1766831815,82230 John Underpass Apt. 064,Vincentchester,NH,16670,1988-03-18,
1766831854,lisa,Pope,Lisa.Pope@company.com,2018-06-27,security analyst, it ,142063,1766831834,311 Molly Dam Suite 480,Port Aliciaburgh,ME,83425,1993-11-15,
1766831855,Alexander,SCHMIDT,Alexander.Schmidt@company.com,2021-12-16,Analytics Manager,Analytics,116381,1766831813,476 Martin Harbor Apt. 408,West Tannerton,ID,45001,1962-04-04,
1766831856,Keith,GONZALEZ,Keith.Gonzalez@company.com,2020-05-22,Sales Operations Analyst,Sales,"$78,629",1766831855,4377 David Fork Apt. 236,West Victorbury,TN,47460,1998-07-12,On Leave
1766831857,amy,BRADLEY,Amy.Bradley@company.com,2021-08-29,Systems Administrator,IT,147941,1766831826,81756 Hahn Grove,Darrenchester,OR,76258,2000-04-19,On Leave
1766831858,christopher,FARLEY,Christopher.Farley@company.com,2023-12-26,Systems Administrator,IT,"$53,212",1766831837,78608 Middleton Burg,New Annhaven,OK,77801,1967-04-23,Terminated
1766831859,gabriel,Hall,Gabriel.Hall@company.com,2024-02-02,HR Manager,HR,"$142,657",1766831815,096 Perry Drive Apt. 042,North Ashley,PW,47833,1968-02-21,Terminated
1766831860,michele,Banks,Michele.Banks@company.com,2019-01-02,HR Assistant,HR,"$141,014",1766831813,3662 William Rue Apt. 957,Stevenville,KY,82429,1977-06-06,On Leave
1766831861,michele,MILLER,Michele.Miller@company.com,2016-06-04,HR Generalist,HR,"$100,108",1766831820,416 Oliver Mews,Williamsland,AK,88759,1999-01-25,ACTIVE
1766831862,laura,WHEELER,Laura.Wheeler@company.com,2021-02-05,Sales Associate,Sales,"$106,107",1766831834,2529 Christian Trail,Freemanport,NJ,42573,1961-05-09,Active
1766831863,Sydney,LAWRENCE,Sydney.Lawrence@company.com,2024-11-12,Systems Administrator,IT,"$97,005",11561,4914 Bowers Landing,Justinfort,KY,68562,1979-08-20,
1766831864,amy,THOMAS,Amy.Thomas@company.com,2019-05-03,it manager, it ,105299,,420 Cooper Drive,West Jesseville,RI,90536,1977-08-27,On Leave
1766831865,james,RANDALL,James.Randallcompany.com,2020-06-14,Sales Manager,Sales,86009,1766831826,4872 Jeremy Meadows Suite 498,Lake Richard,MH,45837,1971-07-02,ACTIVE
1766831866,david,Malone,David.Malone@company.com,2023-02-03,devops engineer, it ,74867,1766831820,7976 Deanna Street,Baldwinside,GA,74948,1978-07-12,Terminated
1766831867,Casey,Johnson,Casey.Johnson@company.com,2019-07-29,Data Analyst,Analytics,"$66,415",11854,22214 Kevin Groves,Port Carlos,MI,52123,1990-12-13,ACTIVE
1766831868,Leslie,DALTON,Leslie.Dalton@company.com,2020-07-28,Sales Manager,Sales,126384,1766831815,7665 Cynthia Passage Suite 357,Leeborough,AL,38729,1999-04-13,ACTIVE
1766831869,Felicia,Harmon,felicia.harmon@COMPANY.COM,2019-10-30,Business Intelligence Analyst,Analytics,43008,1766831826,22925 James Wells Suite 215,Spearsfort,CO,34412,1986-06-21,Terminated
1766831870,crystal,Torres,Crystal.Torres@company.com,2023-09-29,IT Manager,IT,"$42,347",1766831813,6326 Kennedy Terrace,Nelsonhaven,IA,39649,1972-05-17,Active
1766831871,Andrew,SCOTT,Andrew.Scott@company.com,2018-05-01,product analyst, analytics ,58268,1766831826,778 Tucker Plain,Amandashire,IL,37225,1965-12-01,Active
1766831872,Jennifer,MILLER,Jennifer.Miller@company.com,2018-07-21,HR Assistant,HR,45266,1766831855,547 Shirley Glen,Schwartzland,WV,37199,2000-01-21,
